book_id,goodreads_book_id,authors,original_publication_year,title,average_rating,borrowed,available,rating_count
3954,32585,"Knut Hamsun, George Egerton",1890,Hunger,4.09,0,1,1
3955,18465852,Cristina Henriquez,2014,The Book of Unknown Americans,3.85,0,1,1
3956,11112619,Lauren DeStefano,2012,"Fever (The Chemical Garden, #2)",3.79,0,1,1
3957,64865,Sue Grafton,1985,"B is for Burglar  (Kinsey Millhone, #2)",3.83,0,1,1
3958,3289281,Kate Atkinson,2008,"When Will There Be Good News? (Jackson Brodie, #3)",3.97,0,1,1
3959,3134981,"Brian Azzarello, Lee Bermejo",2008,The Joker,4.04,0,1,1
3960,359375,"Sergei Lukyanenko, Andrew Bromfield",1998,Night Watch (Watch #1),3.97,0,1,1
3961,17402288,Jenny Offill,2014,Dept. of Speculation,3.72,0,1,1
3962,22544024,Susan Meissner,2015,Secrets of a Charmed Life,4.17,0,1,1
3963,85448,Pat Conroy,1976,The Great Santini,4.13,0,1,1
3964,51606,Dalton Trumbo,1939,Johnny Got His Gun,4.16,0,1,1
3965,32502,Michael Connelly,1999,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",4.13,0,1,1
3966,4909,Frank McCourt,2005,"Teacher Man (Frank McCourt, #3)",3.73,0,1,1
3967,5489684,Ellen Schreiber,2008,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",4.12,0,1,1
3968,9307674,Eoin Colfer,2012,"The Last Guardian (Artemis Fowl, #8)",4.15,0,1,1
3969,414895,"Pierre Boulle, Xan Fielding",1963,Planet of the Apes,3.91,0,1,1
3970,7600922,Rachel Caine,2010,"Ghost Town (The Morganville Vampires, #9)",4.27,0,1,1
3971,182496,Belva Plain,1978,Evergreen,3.98,0,1,1
3972,356373,"Henry T. Blackaby, Claude V. King, Richard Blackaby",1976,"Experiencing God: Knowing and Doing the Will of God, Workbook",4.32,0,1,1
3973,592657,James Dickey,1970,Deliverance,3.86,0,1,1
3974,28547,Anne McCaffrey,1977,"Dragonsinger (Harper Hall, #2)",4.26,0,1,1
3975,13049981,Cynthia Hand,2013,"Boundless (Unearthly, #3)",4.15,0,1,1
3976,29354916,John Grisham,2016,The Whistler,3.87,0,1,1
3977,568454,"Katsura Hoshino, Mayumi Kobayashi",2004,"D.Gray-man, Volume 01",4.21,0,1,1
3978,41810,Isaac Asimov,1983,The Robots of Dawn (Robot #3),4.13,0,1,1
3979,18431,"Ian Caldwell, Dustin Thomason",2004,The Rule of Four,3.22,0,1,1
3980,16718083,Jessica Sorensen,2013,"The Redemption of Callie & Kayden (The Coincidence, #2)",4.11,0,1,1
3981,16277248,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",2013,"Avatar: The Last Airbender (The Search, #1)",4.29,0,1,1
3982,32505,Michael Connelly,2005,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",4.08,0,1,1
3983,275000,Erin Hunter,2003,"Fire and Ice (Warriors, #2)",4.36,0,1,1
3984,5509920,Gena Showalter,2009,The Darkest Whisper (Lords of the Underworld #4),4.33,0,1,1
3985,46190,Rob Sheffield,2007,Love Is a Mix Tape,3.83,0,1,1
3986,14595,"Legs McNeil, Gillian McCain",1996,Please Kill Me: The Uncensored Oral History of Punk,4.16,0,1,1
3987,29632984,Marybeth Mayhew Whalen,2016,The Things We Wish Were True,3.83,0,1,1
3988,833549,Arnold Lobel,1976,"Frog and Toad All Year (Frog and Toad, #3)",4.34,0,1,1
3989,68418,R.A. Salvatore,1998,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",4.33,0,1,1
3990,30225,Laurell K. Hamilton,2007,"The Harlequin (Anita Blake, Vampire Hunter #15)",3.9,0,1,1
3991,237320,Sarah Weeks,2004,So B. It,4.1,0,1,1
3992,1675216,Margaret Peterson Haddix,2008,"Found (The Missing, #1)",3.97,0,1,1
3993,26192467,Emily Giffin,2016,First Comes Love,3.6,0,1,1
3994,682745,Jim Carroll,1978,The Basketball Diaries,3.98,0,1,1
3995,59978,Frank Miller,1996,"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)",4.22,0,1,1
3996,68458,Andrzej Sapkowski,1994,"Krew elfw (Saga o Wiedźminie, #3)",4.23,0,1,1
3997,6697,Rebecca Wells,1992,Little Altars Everywhere,3.55,0,1,1
3998,82747,Marian Keyes,2002," Angels (Walsh Family, #3)",3.73,0,1,1
3999,8306745,Brandon Mull,2011,"A World Without Heroes (Beyonders, #1)",4.07,0,1,1
4000,5201089,John Flanagan,2008,"The Kings of Clonmel (Ranger's Apprentice, #8)",4.29,0,1,1
4001,25816688,Joe Hill,2016,The Fireman,3.92,0,1,1
4002,19346451,Pittacus Lore,2014,"The Revenge of Seven (Lorien Legacies, #5)",4.28,0,1,1
4003,387749,Lew Wallace,1880,Ben-Hur: A Tale of the Christ,4.02,0,1,1
4004,9646,"George Orwell, Lionel Trilling",1938,Homage to Catalonia,4.14,0,1,1
4005,251519,Lolly Winston,2004,Good Grief,3.72,0,1,1
4006,18635622,"George R.R. Martin, Gary Gianni",2013,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",4.19,0,1,1
4007,7747263,Melissa de la Cruz,2010,"Misguided Angel (Blue Bloods, #5)",3.93,0,1,1
4008,16109563,Madeline Sheehan,2012,"Undeniable (Undeniable, #1)",4.08,0,1,1
4009,6613,Candace Bushnell,2000,Four Blondes,2.8,0,1,1
4010,949709,Pam Adams,1973,There Was An Old Lady Who Swallowed A Fly (Classic Books),4.2,0,1,1
4011,28233082,Robert Bryndza,2016,"The Girl In The Ice (Detective Erika Foster, #1)",3.95,0,1,1
4012,1270615,"Joss Whedon, Georges Jeanty",2007,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",3.96,0,1,1
4013,7324659,Anthony Bourdain,2010,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,3.73,0,1,1
4014,3562,L.M. Montgomery,1923,"Emily of New Moon (Emily, #1)",4.09,0,1,1
4015,113205,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",1925,Heart of a Dog,4.14,0,1,1
4016,676737,John Gardner,1970,Grendel,3.69,0,1,1
4017,68528,Bernard Cornwell,2005,"The Pale Horseman (The Saxon Stories, #2)",4.27,0,1,1
4018,64582,James Gleick,1987,Chaos: Making a New Science,3.98,0,1,1
4019,16982,"Kurt Busiek, Alex Ross",1993,Marvels,4.21,0,1,1
4020,13722902,Dave Eggers,2012,A Hologram for the King,3.29,0,1,1
4021,10959277,"Jay Asher, Carolyn Mackler",2011,The Future of Us,3.58,0,1,1
4022,1713912,James Patterson,2008,"Cross Country (Alex Cross, #14)",3.83,0,1,1
4023,6538757,Kristen Ashley,2008,"Rock Chick (Rock Chick, #1)",4.2,0,1,1
4024,11366397,Suzanne Young,2013,"The Program (The Program, #1)",4.07,0,1,1
4025,84777,Michael Connelly,2002,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",4.04,0,1,1
4026,45244,Peter F. Hamilton,2005,Judas Unchained,4.3,0,1,1
4027,7035,Alexander McCall Smith,2001,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",3.97,0,1,1
4028,4570679,Jennifer Echols,2009,Going Too Far,3.93,0,1,1
4029,16240761,Philipp Meyer,2012,The Son,3.98,0,1,1
4030,84132,Sherrilyn Kenyon,2007,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",4.06,0,1,1
4031,33455,"Christopher Moore, Oliver Wyman",1997,Island of the Sequined Love Nun,3.78,0,1,1
4032,26114135,Bryn Greenwood,2016,All the Ugly and Wonderful Things,4.12,0,1,1
4033,16101126,Sarah Dessen,2013,The Moon and More,3.63,0,1,1
4034,353,Robert A. Heinlein,1973,Time Enough for Love,3.96,0,1,1
4035,3895,"Ina Garten, Melanie Acevedo",1999,The Barefoot Contessa Cookbook,4.21,0,1,1
4036,7800188,"Kathy Reichs, Brendan Reichs",2010,"Virals (Virals, #1)",3.94,0,1,1
4037,12902549,"Laura Schroff, Alex Tresniowski, Valerie Salembier",2010,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",4,0,1,1
4038,6167746,"P.C. Cast, Kristin Cast",2007,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",4.37,0,1,1
4039,6365221,Rhoda Janzen,2009,Mennonite in a Little Black Dress: A Memoir of Going Home,3.17,0,1,1
4040,830791,David Baldacci,1998,The Simple Truth,4.03,0,1,1
4041,26891429,Justin Cronin,2016,"The City of Mirrors (The Passage, #3)",4.2,0,1,1
4042,91249,Beverly Cleary,1984,"Ramona Forever (Ramona, #7)",4.05,0,1,1
4043,5508,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992,Anne Frank: Beyond the Diary - A Photographic Remembrance,4.25,0,1,1
4044,395962,Jacqueline Carey,2002,"Kushiel's Chosen (Phdre's Trilogy, #2)",4.31,0,1,1
4045,22874559,Chetan Bhagat,2014,Half Girlfriend,3.16,0,1,1
4046,233691,Gary Larson,1984,The Far Side Gallery 3,4.45,0,1,1
4047,52397,Octavia E. Butler,1993,"Parable of the Sower (Earthseed, #1)",4.14,0,1,1
4048,11872242,"James Patterson, Maxine Paetro",2012,"11th Hour (Women's Murder Club, #11)",4.02,0,1,1
4049,13151129,"Orson Scott Card, Aaron Johnston",2012,"Earth Unaware (The First Formic War, #1)",3.91,0,1,1
4050,687278,Pema Chdrn,1996,When Things Fall Apart: Heart Advice for Difficult Times,4.29,0,1,1
4051,9999107,Daisy Goodwin,2010,The American Heiress,3.41,0,1,1
4052,659612,V.C. Andrews,1984,"Seeds of Yesterday (Dollanganger, #4)",3.81,0,1,1
4053,140131,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",1948,The Three Little Pigs (Disney Classic),4.19,0,1,1
4054,60431,Andy Goldsworthy,1990,Andy Goldsworthy: A Collaboration with Nature,3.95,0,1,1
4055,608287,Denis Johnson,1992,Jesus' Son,4.15,0,1,1
4056,13573622,Vince Flynn,2012,"The Last Man (Mitch Rapp, #13)",4.34,0,1,1
4057,9503,Amy Tan,2005,Saving Fish from Drowning,3.41,0,1,1
4058,13547381,Lisa Genova,2012,Love Anthony,3.94,0,1,1
4059,641604,Seth Godin,2003,Purple Cow: Transform Your Business by Being Remarkable,3.78,0,1,1
4060,16131489,Rick Yancey,2016,"The Last Star (The 5th Wave, #3)",3.64,0,1,1
4061,744615,"Bryan Lee O'Malley, Steve Buccellato",2007,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",4.32,0,1,1
4062,426825,Leon Uris,1970,QB VII,4.17,0,1,1
4063,24876258,Jim Butcher,2015,"The Aeronaut's Windlass (The Cinder Spires, #1)",4.18,0,1,1
4064,23529,"Alan Moore, Eddie Campbell, Pete Mullins",1999,From Hell,4.16,0,1,1
4065,86321,Nora Roberts,2005,"Black Rose (In the Garden, #2)",4.03,0,1,1
4066,65910,Lisa Gardner,1997,"The Perfect Husband (Quincy & Rainie, #1)",4.01,0,1,1
4067,113310,Katherine Neville,1988,The Eight (The Eight #1),3.92,0,1,1
4068,1499952,Jean Webster,1912,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",4.09,0,1,1
4069,161887,Edith Pattou,2003,East,4.14,0,1,1
4070,127584,Anne McCaffrey,1971,"Dragonquest (Pern, #2)",4.09,0,1,1
4071,357636,"Sigmund Freud, James Strachey, Peter Gay",1930,Civilization and Its Discontents,3.76,0,1,1
4072,12394068,James Bowen,2012,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,3.96,0,1,1
4073,17411703,J. Kenner,2013,"Complete Me (Stark Trilogy, #3)",4.23,0,1,1
4074,19288321,Robin Hobb,2014,"Fool's Assassin (The Fitz and the Fool, #1)",4.35,0,1,1
4075,31979,"Joss Whedon, John Cassaday",2004,"Astonishing X-Men, Volume 1: Gifted",4.17,0,1,1
4076,5152561,Melissa Marr,2009,"Fragile Eternity (Wicked Lovely, #3)",3.83,0,1,1
4077,11227041,Kristen Ashley,2011,"The Gamble (Colorado Mountain, #1)",4.29,0,1,1
4078,32628,Clive Barker,1989,The Great and Secret Show (Book of the Art #1),4.05,0,1,1
4079,29,Bill Bryson,1990,The Mother Tongue: English and How It Got That Way,3.95,0,1,1
4080,1918305,Eric    Weiner,2008,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,3.83,0,1,1
4081,231,Tom Wolfe,2004,I am Charlotte Simmons,3.4,0,1,1
4082,25564665,Elle Kennedy,2015,"The Mistake (Off-Campus, #2)",4.15,0,1,1
4083,73089,Susan Elizabeth Phillips,2005,"Match Me If You Can (Chicago Stars, #6)",4.13,0,1,1
4084,59830,Nora Roberts,2001,"Heaven and Earth (Three Sisters Island, #2)",4.13,0,1,1
4085,32430,Dean Koontz,1989,The Bad Place,3.86,0,1,1
4086,17204568,Tracy Brogan,2012,"Crazy Little Thing (Bell Harbor, #1)",3.8,0,1,1
4087,187812,Meg Cabot,2005,Avalon High,3.8,0,1,1
4088,3609763,Stephenie Meyer,2011,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",4.23,0,1,1
4089,297135,Kristin Hannah,2001,Summer Island,3.97,0,1,1
4090,64023,Richard J. Foster,1978,Celebration of Discipline: The Path to Spiritual Growth,4.18,0,1,1
4091,517188,Muriel Spark,1961,The Prime of Miss Jean Brodie,3.76,0,1,1
4092,138202,Megan McCafferty,2001,"Sloppy Firsts (Jessica Darling, #1)",3.94,0,1,1
4093,13477676,Matthew Quick,2013,"Forgive Me, Leonard Peacock",3.93,0,1,1
4094,39963,Richard Peck,1998,"A Long Way from Chicago (A Long Way from Chicago, #1)",3.92,0,1,1
4095,5575,James Patterson,1980,Cradle and All,3.87,0,1,1
4096,514313,Ben Mezrich,2002,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,3.87,0,1,1
4097,18465566,"Mariko Tamaki, Jillian Tamaki",2014,This One Summer,3.67,0,1,1
4098,13184572,Jennifer Weiner,2012,The Next Best Thing,3.46,0,1,1
4099,1883838,Nikki Sixx,2005,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,4.12,0,1,1
4100,4957350,Paul Harding,2008,Tinkers,3.37,0,1,1
4101,15568,Terry Brooks,1991,"The Druid of Shannara (Heritage of Shannara, #2)",4,0,1,1
4102,22843341,Penelope Ward,2014,Stepbrother Dearest,4.14,0,1,1
4103,14376,Alan Lightman,1992,Einstein's Dreams,4.08,0,1,1
4104,5695,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872,Demons,4.26,0,1,1
4105,84144,Sherrilyn Kenyon,2004,Seize the Night (Dark-Hunter #6),4.36,0,1,1
4106,49455,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irne Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",1864,Notes from Underground,4.15,0,1,1
4107,8346300,"Andrew Williamson, Andrew Williamson",2010,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,4.55,0,1,1
4108,85987,"Isabel Allende, Margaret Sayers Peden",2000,Portrait in Sepia,3.93,0,1,1
4109,18301124,Amy Harmon,2013,Making Faces,4.36,0,1,1
4110,288644,Vikas Swarup,2005,Q & A,3.98,0,1,1
4111,29430013,Tana French,2016,The Trespasser (Dublin Murder Squad #6),3.98,0,1,1
4112,789344,Donald J. Sobol,1963,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",4.03,0,1,1
4113,138685,C.J. Sansom,2003,"Dissolution (Matthew Shardlake, #1)",4.08,0,1,1
4114,890143,Lisi Harrison,2004,"The Clique (The Clique, #1)",3.6,0,1,1
4115,17910054,Elizabeth Kolbert,2014,The Sixth Extinction: An Unnatural History,4.09,0,1,1
4116,13325079,Ben Fountain,2012,Billy Lynn's Long Halftime Walk,3.81,0,1,1
4117,99315,Daniel H. Pink,2004,A Whole New Mind: Why Right-Brainers Will Rule the Future,3.95,0,1,1
4118,77160,Lian Hearn,2002,"Across the Nightingale Floor (Tales of the Otori, #1)",4.06,0,1,1
4119,2094,"Stephen Hawking, Leonard Mlodinow",2005,A Briefer History of Time,4.19,0,1,1
4120,117047,Richard Dawkins,1986,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,4.08,0,1,1
4121,59822,Nora Roberts,2002,"Face the Fire (Three Sisters Island, #3)",4.15,0,1,1
4122,17834834,Ronald H. Balson,2010,Once We Were Brothers,4.28,0,1,1
4123,27401883,"Emily Bleeker, Dan John Miller",2016,When I'm Gone,3.94,0,1,1
4124,16435,Dean Koontz,2004,Life Expectancy,3.98,0,1,1
4125,2866413,Cinda Williams Chima,2008,"The Dragon Heir (The Heir Chronicles, #3)",4.14,0,1,1
4126,7171876,Ellen Hopkins,2010,"Fallout (Crank, #3)",4.29,0,1,1
4127,123598,Patricia Cornwell,1999,"Black Notice (Kay Scarpetta, #10)",3.85,0,1,1
4128,28449257,Emma Donoghue,2016,The Wonder,3.65,0,1,1
4129,111218,Alison Weir,2006,Innocent Traitor,3.94,0,1,1
4130,4656,John Irving,2001,The Fourth Hand,3.3,0,1,1
4131,425123,Dennis Lehane,1998,"Gone, Baby, Gone (Kenzie & Gennaro, #4)",4.14,0,1,1
4132,8957,Darren Shan,2000,"Tunnels of Blood (Cirque Du Freak, #3)",4.14,0,1,1
4133,217436,Kristin Hannah,1999,On Mystic Lake,3.95,0,1,1
4134,78131,Iris Johansen,1999,"The Killing Game (Eve Duncan, #2)",4.18,0,1,1
4135,15768409,Michelle Hodkin,2014,"The Retribution of Mara Dyer (Mara Dyer, #3)",4.14,0,1,1
4136,3882,Rachael Ray,2005,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,3.68,0,1,1
4137,2145681,Augusten Burroughs,2008,A Wolf at the Table,3.7,0,1,1
4138,40290,Orson Scott Card,1987,"Seventh Son (Tales of Alvin Maker, #1)",3.86,0,1,1
4139,16697,Michael Chabon,1988,The Mysteries of Pittsburgh,3.63,0,1,1
4140,146274,James L. Swanson,2006,Manhunt: The 12-Day Chase for Lincoln's Killer,4.12,0,1,1
4141,6631792,Cecelia Ahern,2009,The Book of Tomorrow,3.66,0,1,1
4142,10327303,Ally Carter,2011,"Uncommon Criminals (Heist Society, #2)",4.15,0,1,1
4143,18298225,Kasie West,2014,On the Fence,4.04,0,1,1
4144,25153134,Mark  Edwards,2015,Follow You Home,3.86,0,1,1
4145,846984,Jerry Spinelli,2007,"Love, Stargirl (Stargirl, #2)",3.8,0,1,1
4146,481446,Michelle Moran,2007,Nefertiti,4.07,0,1,1
4147,11709037,David McRaney,2011,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",3.85,0,1,1
4148,72854,Sara Donati,1998,"Into the Wilderness (Wilderness, #1)",4.1,0,1,1
4150,17167084,Louise Penny,2013,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",4.41,0,1,1
4151,347656,John Piper,2003,Don't Waste Your Life,4.11,0,1,1
4152,54984,Ildefonso Falcones,2006,La catedral del mar,4.05,0,1,1
4153,111222,Alison Weir,1996,The Life of Elizabeth I,4.05,0,1,1
4154,747061,The Church of Jesus Christ of Latter-day Saints,1950,"Book of Mormon, Doctrine and Covenants, Pearl of Great Price",4.36,0,1,1
4155,8163722,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",2010,Earth (The Book): A Visitor's Guide to the Human Race,3.91,0,1,1
4156,6315602,Rachel Vincent,2009,"My Soul to Take (Soul Screamers, #1)",3.88,0,1,1
4157,15019,Neale Donald Walsch,1996,"Conversations With God: An Uncommon Dialogue, Book 2",4.1,0,1,1
4158,9413044,Brodi Ashton,2012,"Everneath (Everneath, #1)",3.76,0,1,1
4159,3400816,Janet Evanovich,2009,"Plum Spooky (Stephanie Plum, #14.5)",3.77,0,1,1
4160,1426,Paulo Coelho,1997,Warrior of the Light,3.69,0,1,1
4161,2548866,G. Norman Lippert,2007,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",3.78,0,1,1
4162,2936415,Jon Krakauer,2008,Where Men Win Glory: The Odyssey of Pat Tillman,4.03,0,1,1
4163,824062,"Brother Andrew, Elizabeth Sherrill, John Sherrill",1964,God's Smuggler,4.32,0,1,1
4164,9923372,J. Courtney Sullivan,2011,Maine,3.34,0,1,1
4165,18660447,Kasie West,2015,The Fill-In Boyfriend,3.92,0,1,1
4166,161426,Meg Rosoff,2004,How I Live Now,3.58,0,1,1
4167,47613,Garth Nix,2003,"Mister Monday (The Keys to the Kingdom, #1)",3.77,0,1,1
4168,9166559,Heather Gudenkauf,2011,These Things Hidden,3.85,0,1,1
4169,852460,"Dawn J. Ranck, Phyllis Pellman Good",2000,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,3.85,0,1,1
4170,6006518,"Lili St. Crow, Lilith Saintcrow",2009,"Strange Angels (Strange Angels, #1)",3.78,0,1,1
4171,103342,"Malika Oufkir, Michle Fitoussi",1999,Stolen Lives: Twenty Years in a Desert Jail,4.08,0,1,1
4172,6013511,Nora Roberts,2009,Black Hills,4.08,0,1,1
4173,91714,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2006,Civil War: A Marvel Comics Event,4.05,0,1,1
4174,609870,"Kim Carpenter, John R. Perry, Krickitt Carpenter",2000,The Vow: The Kim & Krickitt Carpenter Story,3.77,0,1,1
4175,7171856,Robert A. Heinlein,1951,The Puppet Masters,3.86,0,1,1
4176,23212667,Megan Miranda,2016,All the Missing Girls,3.79,0,1,1
4177,921651,Mercer Mayer,1983,Just Go to Bed,4.22,0,1,1
4178,28449270,Maria Semple,2016,Today Will Be Different,3.19,0,1,1
4179,228063,"CLAMP, William Flanagan",2003,"xxxHolic, Vol. 1 (xxxHOLiC, #1)",4.17,0,1,1
4180,279692,"Harry Allard, James  Marshall",1982,"Miss Nelson Is Back (Miss Nelson, #2)",4.33,0,1,1
4181,77505,Kim Stanley Robinson,1994,"Green Mars (Mars Trilogy, #2)",3.91,0,1,1
4182,28691,Tad Williams,1993,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",4.16,0,1,1
4183,45685,"Oscar Wilde, Inga Moore",1887,The Canterville Ghost,3.89,0,1,1
4184,18630542,"Bryan Lee O'Malley, Nathan Fairbairn",2014,Seconds,4.07,0,1,1
4185,16134551,Tijan,2012,"Fallen Crest High (Fallen Crest High, #1)",4.13,0,1,1
4186,327246,Jen Barcsay,1953,Anatomy for the Artist,3.97,0,1,1
4187,6572,John Saul,1977,Suffer the Children,3.9,0,1,1
4188,24137,Karen Cushman,1994,"Catherine, Called Birdy",3.7,0,1,1
4189,613283,Jean Sasson,1992,Princess: A True Story of Life Behind the Veil in Saudi Arabia,4,0,1,1
4190,15547,Terry Brooks,1986,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",3.86,0,1,1
4191,68984,"Joseph Murphy, Ian McMahan",1962,The Power of Your Subconscious Mind,4.12,0,1,1
4192,31341,Anne Rice,2001,"Blood And Gold (The Vampire Chronicles, #8)",3.88,0,1,1
4193,10816908,Rae Carson,2012,"The Crown of Embers (Fire and Thorns, #2)",4.2,0,1,1
4194,153785,Tamora Pierce,2000,"Page (Protector of the Small, #2)",4.22,0,1,1
4195,18170039,Kiera Cass,2014,"The Guard (The Selection, #2.5)",3.75,0,1,1
4196,816870,"Esther Forbes, Lynd Ward",1943,Johnny Tremain,3.62,0,1,1
4197,172732,"Ernesto Che Guevara, Aleida Guevara March",1993,The Motorcycle Diaries: Notes on a Latin American Journey,3.79,0,1,1
4198,16090636,Kristen Proby,2012,"Fight with Me (With Me in Seattle, #2)",4.25,0,1,1
4199,125956,Ted Dekker,2003,"Black: The Birth of Evil (The Circle, #1)",4.21,0,1,1
4200,6437061,N.K. Jemisin,2010,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",3.8,0,1,1
4201,857445,Peggy Rathmann,1995,Officer Buckle & Gloria,4.16,0,1,1
4202,63033,"Roberto Bolao, Natasha Wimmer",1998,The Savage Detectives,4.09,0,1,1
4203,11300302,Gena Showalter,2012,"Alice in Zombieland (White Rabbit Chronicles, #1)",4.05,0,1,1
4204,6801582,Aprilynne Pike,2009,"Spells (Wings, #2)",3.99,0,1,1
4205,59151,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941,Chess Story,4.28,0,1,1
4206,594361,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994,The Lion King: A little Golden Book,4.46,0,1,1
4207,11198312,Gordon Korman,2011,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",4.07,0,1,1
4208,266904,Jeanne Birdsall,2005,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",4.12,0,1,1
4209,7164343,Nelson DeMille,2010,"The Lion (John Corey, #5)",4.22,0,1,1
4210,112754,Karen Marie Moning,2001,"Kiss of the Highlander (Highlander, #4)",4.31,0,1,1
4211,12722468,Sally Bedell Smith,2012,Elizabeth the Queen: The Life of a Modern Monarch,3.85,0,1,1
4212,19101283,"Jo Nesb, Charlotte Barslund",2014,The Son,4.07,0,1,1
4213,6839093,"John Layman, Rob Guillory",2009,"Chew, Vol. 1: Taster's Choice",4,0,1,1
4214,785453,Linda Sue Park,2001,A Single Shard,3.87,0,1,1
4215,29187,"Margaret Weis, Tracy Hickman",1986,"Time of the Twins (Dragonlance: Legends, #1)",4.13,0,1,1
4216,7743117,Christopher Moore,2012,Sacr Bleu: A Comedy d'Art,3.77,0,1,1
4217,331256,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972,Roadside Picnic,4.21,0,1,1
4218,2068676,Meg Cabot,2008,"Queen of Babble Gets Hitched (Queen of Babble, #3)",3.82,0,1,1
4219,182381,Elizabeth Gaskell,1853,Cranford,3.85,0,1,1
4220,11761,Don DeLillo,1997,Underworld,3.92,0,1,1
4221,50140,"Jack Kerouac, Aram Saroyan",1962,Big Sur,3.86,0,1,1
4222,200572,P.G. Wodehouse,1919,"My Man Jeeves (Jeeves, #1)",4.13,0,1,1
4223,6368610,Melissa Marr,2010,"Radiant Shadows (Wicked Lovely, #4)",3.97,0,1,1
4224,13448656,Kristen Ashley,2012,"Motorcycle Man (Dream Man, #4)",4.43,0,1,1
4225,20980987,Amanda Palmer,2014,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",3.97,0,1,1
4226,14288998,Veronica Rossi,2014,"Into the Still Blue (Under the Never Sky, #3)",4.17,0,1,1
4227,296302,Ann Brashares,2007,The Last Summer (of You and Me),3.58,0,1,1
4228,95406,"Garth Ennis, Steve Dillon",1997,"Preacher, Volume 2: Until the End of the World",4.28,0,1,1
4229,36,"Chris   Smith, Christopher Lee, Richard Taylor",,The Lord of the Rings: Weapons and Warfare,4.53,0,1,1
4230,215543,D.J. MacHale,2003,"The Lost City of Faar (Pendragon, #2)",4.16,0,1,1
4231,31374,Elizabeth  George,1988,"A Great Deliverance (Inspector Lynley, #1)",4.06,0,1,1
4232,7194,"Arturo Prez-Reverte, Sonia Soto",1993,The Club Dumas,3.82,0,1,1
